Date,Close,High,Low,Open,Volume,RSI,MACD,B_UPPER,B_LOWER,SMA_50,Next_Close,Target
2015-03-16,27.809696197509766,27.809696197509766,27.346758956585212,27.571550001661393,143497200,48.46667206887049,0.27313564659781875,29.65676940354257,27.191638532553625,26.58699890136719,28.274858474731445,1
2015-03-17,28.274858474731445,28.3371768453286,27.96549106494682,28.021132709844032,204092400,53.35575341490481,0.2781740216723776,29.649689234980894,27.18113504480426,26.667745056152345,28.593130111694336,1
2015-03-18,28.593130111694336,28.746701602291754,28.125740611932834,28.265956952446786,261083600,56.403434268816675,0.30434058262330055,29.644941569702116,27.18031840191654,26.76851276397705,28.377248764038086,0
2015-03-19,28.377248764038086,28.766740413740568,28.354992437950568,28.655457085254145,183238000,53.83404286854249,0.304151876630808,29.631635505612557,27.172481315676514,26.864918518066403,28.021133422851562,0
2015-03-20,28.021133422851562,28.577548187933573,27.856434625218515,28.544164558584388,274780400,49.803660688943104,0.2721298503980982,29.586110866088884,27.1378814816284,26.947595596313477,28.312698364257812,1
2015-03-23,28.312698364257812,28.455140859366967,28.15912685938606,28.292668184343317,150838800,52.91200241636203,0.2671989151952161,29.373722700332642,27.22140421464539,27.017747879028324,28.196962356567383,0
2015-03-24,28.196962356567383,28.497425221015355,28.168027612576598,28.317148521175586,131369200,51.54747585218927,0.25105814295331896,29.175166355976362,27.297993434062708,27.085053405761723,27.460268020629883,0
2015-03-25,27.460268020629883,28.22589771049454,27.460268020629883,28.16357933072388,206620800,43.80386157125772,0.17678353798299185,29.153123142189735,27.19962839894795,27.149862594604492,27.65166473388672,1
2015-03-26,27.65166473388672,27.79410717478128,27.286655766838418,27.32226722608598,190291600,46.070561520052124,0.13184467032606761,29.02395668591795,27.191247743708512,27.214198760986328,27.431339263916016,0
2015-03-27,27.431339263916016,27.754060223095525,27.35566741894103,27.725127170260752,158184800,43.876569041558966,0.0775578314481784,28.983784944370452,27.11546279732877,27.27599052429199,28.12574577331543,1
2015-03-30,28.12574577331543,28.132422500558253,27.598262246500134,27.609391257270598,188398800,51.68598445054673,0.0895358093569314,28.89812847242058,27.140581740286947,27.364883308410644,27.6939640045166,0
2015-03-31,27.6939640045166,28.152450688573246,27.67838440937046,28.06342370286021,168362400,47.28051947261706,0.06345578417491637,28.77469907296236,27.154285950536188,27.448820533752443,27.653898239135742,0
2015-04-01,27.653898239135742,27.847531779753435,27.3979463262866,27.780761124906427,162485600,46.88120818967229,0.0391034437406752,28.678182507470463,27.1553215971438,27.519852104187013,27.89204978942871,1
2015-04-02,27.89204978942871,27.94546530476479,27.64055011075808,27.82750526345867,128880400,49.60563992128565,0.03857619591681072,28.659135593529303,27.150109134559084,27.59196659088135,28.34385871887207,1
2015-04-06,28.34385871887207,28.379470193137237,27.671708273578293,27.702867464536038,148776000,54.38551551012091,0.07376523320793638,28.683684277024287,27.142253184828743,27.660480842590335,28.045621871948242,0
2015-04-07,28.045621871948242,28.51523590490739,28.038945144652654,28.408404872080666,140049200,50.95016225375318,0.07670338878730831,28.65270570534219,27.1480818389083,27.720458717346194,27.954364776611328,0
2015-04-08,27.954364776611328,28.13241873682573,27.81414842912516,28.010006426922278,149316800,49.91125525848041,0.07085148155011467,28.6598365052759,27.165210224765612,27.77807933807373,28.16802978515625,1
2015-04-09,28.16802978515625,28.172482068289785,27.745154582088954,28.010007694885584,129936000,52.36059416976533,0.08250373175760473,28.637031083762682,27.284164137184593,27.85753120422363,28.288219451904297,1
2015-04-10,28.288219451904297,28.31270191801622,27.878697651575177,28.03226747767425,160752000,53.731208597318556,0.10028055383445889,28.6698128146273,27.310362775887846,27.91203025817871,28.232568740844727,0
2015-04-13,28.232568740844727,28.615385206586744,28.179153240111305,28.57086917622061,145460400,52.97127152595136,0.10862609214251506,28.674233574416444,27.37849851176519,27.94949893951416,28.110166549682617,0
2015-04-14,28.110166549682617,28.3305070418597,28.02336569827805,28.265962514242442,102098400,51.25421816296722,0.10416243776532497,28.681996376228792,27.40078274517013,27.99223430633545,28.21699333190918,1
2015-04-15,28.21699333190918,28.294891302452985,28.045617796712808,28.1346447764979,115881600,52.69541168025025,0.10800003092075272,28.675173982797034,27.401818624319667,28.030588417053224,28.08123207092285,0
2015-04-16,28.08123207092285,28.288219110430457,28.067878616131612,28.105714536739242,113476000,50.64608343837499,0.09894596450036275,28.594470680349165,27.431332122690396,28.066138763427738,27.76518440246582,0
2015-04-17,27.76518440246582,28.074551852348815,27.70063988225339,27.943238368434486,207828000,46.14681536672824,0.06551295355903264,28.547321144461716,27.417275222420617,28.091333351135255,28.399499893188477,1
2015-04-20,28.399499893188477,28.515233786494267,27.8586629477924,27.947689933899905,188217200,54.82169314217219,0.08917307867906743,28.596254414159915,27.40617859975611,28.125430603027343,28.24593162536621,0
2015-04-21,28.24593162536621,28.533041081720025,28.192514411955095,28.51078645653832,129740400,52.61206997589265,0.09444353621260504,28.586270212459134,27.409486127567725,28.16095245361328,28.62651252746582,1
2015-04-22,28.62651252746582,28.682154172649728,28.114610410602825,28.263729612164116,150618000,57.214551443718214,0.1278562625250288,28.66674649906,27.371964858056696,28.200569076538088,28.860212326049805,1
2015-04-23,28.860212326049805,29.027137285949443,28.519685679542306,28.555297152717507,183083600,59.79670457230799,0.17121999200129068,28.783276041887248,27.39542974577145,28.234621810913087,28.995981216430664,1
2015-04-24,28.995981216430664,29.07388089787269,28.762285568201946,29.042721704515355,178103600,61.259480998005685,0.21407376570109804,28.928075649798,27.38506178611509,28.258659133911134,29.523456573486328,1
